name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
Belgrad Forest,walks,,,,,,several,,,,~20 km north · half day,,,"The name is literal: Süleyman deported thousands of Serbs from Belgrade to the capital in 1521, and the village they were settled in named the forest. Two Ottoman systems ran through it — the sixteenth-century Kırkçeşme network upgraded by Sinan, and the eighteenth-century Taksim one — and their dams and aqueducts, among them the Maglova aqueduct and the Mahmud I arch of 1732, still stand among the sessile oaks. Some 5,500 hectares, with a 6.5 km running loop.","The oak forest north of the city, and the waterworks that supplied Ottoman Istanbul.",,,,reported,https://www.google.com/maps/search/?api=1&query=Belgrad+Forest+Istanbul,confirmed,2026-08-15,none
Hagia Sophia,culture,,,,,,several,,,,EUR 25 · upper gallery · Sultanahmet,,,"Justinian's church was inaugurated on 27 December 537, built in five years and ten months by Anthemius of Tralles and Isidore of Miletus. The first dome fell in the earthquake of 7 May 558; Isidore the Younger rebuilt it higher and steeper by 562, and that is the dome overhead. Cathedral for nine centuries, mosque from 1453, museum from 1935, mosque again since July 2020.","The dome came down once already, and the one overhead is the replacement.",,,,reported,https://www.google.com/maps/search/?api=1&query=Hagia+Sophia+Istanbul,confirmed,2026-08-15,none
Chora — Kariye Mosque,culture,,,,,,several,,,,EUR 20 · closed Fri · Edirnekapı,,,"Theodore Metochites, Grand Logothete under Andronikos II, paid for the mosaics and frescoes between about 1315 and 1321 and had himself worked into the panel above the door, handing the church over to Christ. He later fell from power and died as a monk inside it. Converted to a mosque in the early sixteenth century, made a museum in 1945, returned to worship and reopened on 6 May 2024 after four years of restoration. The narthex cycles are all visible; the figural mosaics in the prayer hall are veiled.","The finest Byzantine mosaic cycle anywhere, and three panels of it are behind curtains.",,,,reported,https://www.google.com/maps/search/?api=1&query=Chora+%E2%80%94+Kariye+Mosque+Istanbul,confirmed,2026-08-15,none
Süleymaniye Mosque,culture,,,,,,several,,,,Free · UNESCO 1985 · Fatih,,,"Begun 1550, finished 1557, and never only a mosque: it came with four madrasas, a medical school, a hospital, a soup kitchen, a caravanserai and a hamam. Süleyman lies in the garden tomb, Hürrem Sultan in hers of 1558, and Sinan in a small tomb at the corner of the wall he built. Above the entrance he set a chamber that drew oil-lamp smoke off the walls; the collected soot went to the palace calligraphers.",Sinan piped the lamp smoke into one room and turned the soot into ink.,,,,reported,https://www.google.com/maps/search/?api=1&query=S%C3%BCleymaniye+Mosque+Istanbul,confirmed,2026-08-15,none
Topkapı Palace,culture,,,,,,several,,,,"2,750 TL · closed Tue · Harem included",,,"Mehmed II ordered construction from 1459; the palace was finished around 1478 and governed the empire until the court moved to Dolmabahçe in 1856. The Chamber of the Sacred Relics has held its collection since 1517, when Selim I took Cairo and the caliphate came north — and the practice of recitation came with it, kept now by a rota of readers through opening hours. In the Treasury: the Topkapı dagger and the eighty-six-carat Spoonmaker's Diamond.","The Quran is read aloud, all day, in the room that has held the relics since 1517.",,,,reported,https://www.google.com/maps/search/?api=1&query=Topkap%C4%B1+Palace+Istanbul,confirmed,2026-08-15,none
Basilica Cistern,culture,,,,,,several,,,,"1,950 TL day · 3,000 TL night",,,"Justinian's reservoir was built around 532 beneath a public basilica, which is where the name comes from. Three hundred and thirty-six columns, most of them scavenged from older buildings, carried water to the Great Palace above. In the north-west corner two carved Medusa heads serve as column bases, one laid sideways, one inverted, with no surviving explanation for either. It reopened in July 2022 after five years of restoration and seismic strengthening; management passed to the state foundations body in June 2026, which briefly closed it.","Two Medusa heads used as furniture, one on her side, one upside down.",,,,reported,https://www.google.com/maps/search/?api=1&query=Basilica+Cistern+Istanbul,confirmed,2026-08-15,none
Istanbul Archaeological Museums,culture,,,,,,several,,,,1891 · Gülhane · own ticket,,,"Osman Hamdi Bey excavated the royal necropolis at Sidon in 1887 and brought back a Pentelic marble sarcophagus with its painted surfaces still partly legible — Macedonian and Persian figures fighting in colour. The museum he founded around the find opened on 13 June 1891 and holds roughly a million objects, among them two of the three tablets of the Kadesh treaty of about 1259 BC, the oldest known peace treaty; the United Nations hangs a copy in New York.",The painter who dug up the Alexander Sarcophagus then built a museum around it.,,,,reported,https://www.google.com/maps/search/?api=1&query=Istanbul+Archaeological+Museums+Istanbul,confirmed,2026-08-15,none
Istanbul Modern,culture,,,,,,several,,,,900 TL · closed Mon · Karaköy,,,"Founded in 2004 as Türkiye's first museum of modern and contemporary art, it started in a Karaköy warehouse, moved out in 2018, and returned to the same stretch of waterfront on 4 May 2023 in Renzo Piano's first building in the country. The aluminium facade is cut to catch the strait's light. On the roof a terrace stands above a shallow reflecting plane, so the water on the building and the water below run together. Semiha Berksoy's retrospective closes 6 September 2026.",A viewing terrace hovering over a sheet of water covering the whole roof.,,,,reported,https://www.google.com/maps/search/?api=1&query=Istanbul+Modern+Istanbul,confirmed,2026-08-15,none
Pera Museum,culture,,,,,,several,,,,300 TL · free Fri 18-22 · Tepebaşı,,,"The building opened in 1893 as the Bristol, one of the Pera hotels that took Orient Express traffic alongside the Pera Palace and the Tokatlıyan. Its facade was kept and everything behind it rebuilt as galleries; the Suna and İnan Kıraç Foundation opened the museum on 8 June 2005. The anchor is Osman Hamdi Bey's The Tortoise Trainer, painted in 1906 and bought at auction in December 2004 for a sum that was then a record for a Turkish work.",An 1893 hotel that now owns the record-breaking Turkish painting.,,,,reported,https://www.google.com/maps/search/?api=1&query=Pera+Museum+Istanbul,confirmed,2026-08-15,none
SALT Galata,culture,,,,,,several,,,,Free · Tue-Sun · Bankalar Cad.,,,"Alexandre Vallaury finished the Imperial Ottoman Bank's headquarters on Bankalar Caddesi in 1892, and the bank held the building until 1999. SALT took it in November 2011 and made it free: galleries, an open research library, a café and bookshop at street level, and the Ottoman Bank archive covering 145 years downstairs.","The Imperial Ottoman Bank's head office, and it costs nothing to walk in.",,,,reported,https://www.google.com/maps/search/?api=1&query=SALT+Galata+Istanbul,confirmed,2026-08-15,none
Zeki Müren,culture,,,,,,several,,,,1931-1996 · Sanat Güneşi,,,"Born in Bursa, schooled in Istanbul, he entered the State Academy of Fine Arts in 1950 and made his first live broadcast on Istanbul Radio on 1 January 1951. He then held the stage at the Maksim gazino in Taksim for eleven years — the big-room, orchestra-backed successor to the meyhane's fasıl nights. A sequinned jacket from 1958, a miniskirt from 1970, and no loss of affection from a conservative public. He collapsed and died at a TRT ceremony on 24 September 1996, leaving everything to two charitable foundations.","Turkey's most beloved voice belonged to its most flamboyant man, and nobody minded.",,,,reported,https://www.google.com/maps/search/?api=1&query=Zeki+M%C3%BCren+Istanbul,confirmed,2026-08-15,none
Prinkipo Greek Orthodox Orphanage,culture,,,,,,several,,,,1898 · Büyükada · exterior only,,,"Alexandre Vallaury — the architect of the Ottoman Bank — built it in 1898 for the Wagons-Lits company, which ran the Orient Express, as a hotel and casino. Abdülhamid II refused the operating permit. In 1903 Eleni Zarifi bought it and gave it to the Ecumenical Patriarchate, which ran it as an orphanage for Greek children until Turkish authorities forced it shut on 21 April 1964. Twenty thousand square metres of timber have stood open to the weather since. Title was returned in 2012; a restoration partnership was signed in June 2026.","Europe's largest wooden building, shut by the state in 1964 and empty since.",,,,reported,https://www.google.com/maps/search/?api=1&query=Prinkipo+Greek+Orthodox+Orphanage+Istanbul,confirmed,2026-08-15,none
Yenikapı — the dig that held up the railway,culture,,,,,,several,,,,2004-2013 · Marmaray,,,"Salvage excavation at Yenikapı ran from 2004 to 2013 and held the Marmaray project up for years. It exposed the Theodosian Harbour and thirty-seven shipwrecks of the fifth to eleventh centuries, the largest group of medieval ships ever found on a single site. Below the harbour floor came something much older: dwelling foundations, burials and human footprints from roughly 8,500 years ago, when the Sea of Marmara was still a lake. Sixty thousand objects in all.","Digging the Bosphorus rail tunnel turned up a settlement 8,500 years old.",,,,reported,https://www.google.com/maps/search/?api=1&query=Yenikap%C4%B1+%E2%80%94+the+dig+that+held+up+the+railway+Istanbul,confirmed,2026-08-15,none
Halfdan's runes,culture,,,,,,several,,,,Found 1964 · Hagia Sophia,,,"In 1964 a runic inscription about twenty-three centimetres long was found scratched into the marble parapet of Hagia Sophia's upper south gallery. Only the ending, -ftan, is legible; runologists read it as Halfdan and reconstruct the ordinary Norse formula behind it — Halfdan carved these runes. He would have been one of the Varangians, the Norse and later Anglo-Saxon mercenaries who guarded Byzantine emperors from the late tenth century. A second name, Ári, surfaced in 1975.",A Varangian guardsman got bored during a service and carved his name.,,,,reported,https://www.google.com/maps/search/?api=1&query=Halfdan%27s+runes+Istanbul,confirmed,2026-08-15,none
Tünel,culture,,,,,,several,,,,17 Jan 1875 · 573 metres,,,"The French engineer Eugène-Henri Gavand built it to solve exactly one problem: the climb from the port at Galata to the merchant quarter at Pera. It opened on 17 January 1875, which makes it the second-oldest underground urban railway in the world after the London Underground of 1863. Five hundred and seventy-three metres of it, about sixty of them vertical. It ran on steam until the renovation that closed the line in 1968; electrified and reopened in 1971, it is still doing the only job it was built for.","Twelve years after London, the second underground railway on earth — 573 metres.",,,,reported,https://www.google.com/maps/search/?api=1&query=T%C3%BCnel+Istanbul,confirmed,2026-08-15,none
The Obelisk of Theodosius,culture,,,,,,several,,,,c. 1450 BC · Hippodrome · free,,,"The granite was cut for Thutmose III and raised at Karnak, its inscriptions marking his campaign to the Euphrates around 1450 BC. Theodosius I had it shipped from Egypt and re-erected on the spine of the Hippodrome in 390 AD. It lost length in transit, so what stands is the upper section, 18.5 metres of it, on a marble base carved in Constantinople showing the emperor watching the races from his box. Nothing else in the city comes close in age.",Already eighteen centuries old when Constantinople put it up.,,,,reported,https://www.google.com/maps/search/?api=1&query=The+Obelisk+of+Theodosius+Istanbul,confirmed,2026-08-15,none
